brand,condition,description,expiration_date,id,image_link,isbn,link,price,product_type,title,upc,color,c:department,material,size,c:style,payment_accepted,payment_notes,pickup,price_type,pattern,age group,gender,item group id,availability,mpn,Google product category,c:keywords1,c:keywords2,c:keywords3,c:keywords4,c:keywords5,c:features1,c:features2,c:features3,c:features4,c:features5,c:material,c:length,c:width,c:height,c:depth,c:weight,adwords_grouping,adwords_labels,adwords_redirect,c:size,manufacturer,shipping,c:color_and_finish,additional_image_link,c:bullett_point1,c:bullett_point2,c:bullett_point3,c:bullett_point4,c:bullett_point5,c:product_ads_category,c:product_ads_exclude,custom_label_0,custom_label_1,custom_label_2,c:product_ads_sku_bid,custom_label_3,c:full_price,c:swatch_tag,c:sale_flag,c:availability_flag,c:web_category,c:compositions,c:color_family,c:room,c:sli_color,c:tag_image,c:models.part_num
Eurostyle,New,The Grazie Side Chair stands alone when it comes to unique style. It's structure will provide support while looking great. Features durable regenerated leather over a laminated wood shell.,,187c229,http://www.zurifurniture.com/common/images/products/large/grace_red_1.jpg,,http://www.zurifurniture.com/dining/grazie-side-chair-set-of-4,774,Furniture > Chairs > Kitchen & Dining Room Chairs,Grazie Side Red Leatherette Dining Chair With Chrome Base - Set of 4,7.51354E+11,Red,FurnitureAndDecor,Leather,,Contemporary,,,,,,,,187,in stock,7.51354E+11,Furniture > Chairs > Kitchen & Dining Room Chairs,"modern dining chair, contemporary dining chair",,,,,,,,,,,18,20,34,18,,,Grazie Side Chair - Set of 4,,,Eurostyle,US:::0.00 USD,"Leatherette, Chrome, Wood","http://www.zurifurniture.com/common/images/products/large/grace_red_2.jpg,http://www.zurifurniture.com/common/images/products/large/grace_red_3.jpg,","17.5""W x 20""D x 33.5""H","Seat Height: 18""",Regenerated leather over laminated wood shell,Fully welded chromed steel base,Regenerated leather back over laminated wood shell with tapered chromed steel legs,3733821,,Dining Chairs,Dropship,available for order,0.8,Furniture > Chairs > Kitchen & Dining Room Chairs,860,http://www.zurifurniture.com/common/images/products/swatch/grace_swatch_bar.jpg,,,2313|65|135|2306,"Leatherette, Chrome, Wood","Black,Red,White,Brown",Dining,Red,common/images/products/large/grace_red_1.jpg,318-1-2-5-9
Eurostyle,New,The Grazie Side Chair stands alone when it comes to unique style. It's structure will provide support while looking great. Features durable regenerated leather over a laminated wood shell.,,187c230,http://www.zurifurniture.com/common/images/products/large/grace_white_1.jpg,,http://www.zurifurniture.com/dining/grazie-side-chair-set-of-4,774,Furniture > Chairs > Kitchen & Dining Room Chairs,Grazie Side White Leatherette Dining Chair With Chrome Base - Set of 4,7.51354E+11,White,FurnitureAndDecor,Leather,,Contemporary,,,,,,,,187,in stock,7.51354E+11,Furniture > Chairs > Kitchen & Dining Room Chairs,"modern dining chair, contemporary dining chair",,,,,,,,,,,18,20,34,18,,,Grazie Side Chair - Set of 4,,,Eurostyle,US:::0.00 USD,"Leatherette, Chrome, Wood","http://www.zurifurniture.com/common/images/products/large/grace_white_2.jpg,http://www.zurifurniture.com/common/images/products/large/grace_white_3.jpg,","17.5""W x 20""D x 33.5""H","Seat Height: 18""",Regenerated leather over laminated wood shell,Fully welded chromed steel base,Regenerated leather back over laminated wood shell with tapered chromed steel legs,3733821,,Dining Chairs,Dropship,in stock,4,Furniture > Chairs > Kitchen & Dining Room Chairs,860,http://www.zurifurniture.com/common/images/products/swatch/grace_swatch_bar.jpg,,,2313|65|135|2306,"Leatherette, Chrome, Wood","Black,Red,White,Brown",Dining,White,common/images/products/large/grace_red_1.jpg,318-1-2-5-9
Zuri Furniture,New,"The sleek and functional Medici contemporary accent chair can be used as an inviting side chair in your bedroom, home office, or as a beautiful statement piece in your living room. Featuring tufted aniline top grain leather upholstery and stainless steel base, the Medici is available in rich cream or red.",,192c244,http://www.zurifurniture.com/common/images/products/large/medici_chair_red1.jpg,,http://www.zurifurniture.com/living/medici-chair,803,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Medici Tufted Leather Modern Accent Chair - Red,7.27909E+11,Red,FurnitureAndDecor,Leather,,Contemporary,,,,,,,,192,in stock,7.27909E+11,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","modern, mod, retro, mid-century, contemporary,","side chair, armless, lounge, occasional, swivel","aniline, top grain, top grade leather,red","tufting, buttons, polished chrome, metal,nickel,","living room, office, desk chair, side chair,",,,,,,,35.4,39,38.6,35.4,,,Medici Chair,,,Zuri Furniture,US:::0.00 USD,Leather,"http://www.zurifurniture.com/common/images/products/large/medici_chair_red2.jpg,http://www.zurifurniture.com/common/images/products/large/medici_chair_red3.jpg,http://www.zurifurniture.com/common/images/products/large/medici_chair_red4.jpg,http://www.zurifurniture.com/common/images/products/large/medici-chair-dimension.jpg,",39 inch(W) x 35.4 inch(D) x 38.6 inch(H),Tufted top grain leather,Stainless steel base,"Seat height: 17""","Available in taupe, black or red leather",3733491,,Occasional Chairs and Chaises,Stocked,available for order,1.2,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",945,http://www.zurifurniture.com/common/images/products/swatch/black_beige_red.jpg,,,2294|94|134|2379|2286|50|52|2282|2383|2374|2375|2284|2384|2390|111,Leather,"Black,Red,Taupe",Living,Red,common/images/products/large/medici-chair-dimension.jpg,A-728
Zuri Furniture,New,"The sleek and functional Medici contemporary accent chair can be used as an inviting side chair in your bedroom, home office, or as a beautiful statement piece in your living room. Featuring tufted aniline top grain leather upholstery and stainless steel base, the Medici is available in rich cream or red.",,192c245,http://www.zurifurniture.com/common/images/products/large/medici_loungechair_beige_5.jpg,,http://www.zurifurniture.com/living/medici-chair,803,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Taupe Medici Tufted Leather Modern Accent Chair - Taupe,7.27909E+11,Taupe,FurnitureAndDecor,Leather,,Contemporary,,,,,,,,192,in stock,7.27909E+11,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","modern, mod, retro, mid-century, contemporary,","side chair, armless, lounge, occasional, swivel","aniline, top grain, top grade leather,red","tufting, buttons, polished chrome, metal,nickel,","living room, office, desk chair, side chair,",,,,,,,35.4,39,38.6,35.4,,,Medici Chair,,,Zuri Furniture,US:::0.00 USD,Leather,"http://www.zurifurniture.com/common/images/products/large/medici_loungechair_beige_4.jpg,http://www.zurifurniture.com/common/images/products/large/medici_loungechair_beige_6.jpg,http://www.zurifurniture.com/common/images/products/large/medici_loungechair_beige_3.jpg,http://www.zurifurniture.com/common/images/products/large/medici_loungechair_beige_2.jpg,http://www.zurifurniture.com/common/images/products/large/medici-chair-dimension.jpg",39 inch(W) x 35.4 inch(D) x 38.6 inch(H),Tufted top grain leather,Stainless steel base,"Seat height: 17""","Available in taupe, black or red leather",3733491,,Occasional Chairs and Chaises,Stocked,in stock,6,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",945,http://www.zurifurniture.com/common/images/products/swatch/black_beige_red.jpg,,,2294|94|134|2379|2286|50|52|2282|2383|2374|2375|2284|2384|2390|111,Leather,"Black,Red,Taupe",Living,Taupe,common/images/products/large/medici-chair-dimension.jpg,A-728
Zuri Furniture,New,"The sleek and functional Medici contemporary accent chair can be used as an inviting side chair in your bedroom, home office, or as a beautiful statement piece in your living room. Featuring tufted aniline top grain leather upholstery and stainless steel base, the Medici is available in rich cream or red.",,192c1214,http://www.zurifurniture.com/common/images/products/large/medici_chair_black_1.jpg,,http://www.zurifurniture.com/living/medici-chair,803,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Medici Tufted Leather Modern Accent Chair - Black,7.27909E+11,Black,FurnitureAndDecor,Leather,,Contemporary,,,,,,,,192,in stock,7.27909E+11,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","modern, mod, retro, mid-century, contemporary,","side chair, armless, lounge, occasional, swivel","aniline, top grain, top grade leather,red","tufting, buttons, polished chrome, metal,nickel,","living room, office, desk chair, side chair,",,,,,,,35.4,39,38.6,35.4,,,Medici Chair,,,Zuri Furniture,US:::0.00 USD,Leather,"http://www.zurifurniture.com/common/images/products/large/medici_chair_black_2.jpg,http://www.zurifurniture.com/common/images/products/large/medici_chair_black_3.jpg,http://www.zurifurniture.com/common/images/products/large/medici_chair_black_4.jpg,http://www.zurifurniture.com/common/images/products/large/medici-chair-dimension.jpg,",39 inch(W) x 35.4 inch(D) x 38.6 inch(H),Tufted top grain leather,Stainless steel base,"Seat height: 17""","Available in taupe, black or red leather",3733491,,Occasional Chairs and Chaises,Stocked,in stock,6,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",945,http://www.zurifurniture.com/common/images/products/swatch/black_beige_red.jpg,,,2294|94|134|2379|2286|50|52|2282|2383|2374|2375|2284|2384|2390|111,Leather,"Black,Red,Taupe",Living,Black,common/images/products/large/medici-chair-dimension.jpg,A-728
Zuri Furniture,New,"Drift away in the sleek and serene Sphinx contemporary chaise lounge. The oversized design with sturdy chrome base and plush, yet durable black leatherette upholstery delivers the ultimate in-home retreat from everyday stress.",,193c247,http://www.zurifurniture.com/common/images/products/large/sphinx_chaise_black.jpg,,http://www.zurifurniture.com/living/sphinx-chaise,626,Furniture > Chairs > Chaises,Sphinx Woven Fabric Chaise Lounge- Black,7.27909E+11,Black,FurnitureAndDecor,fabric,,Contemporary,,,,,,,,193,in stock,7.27909E+11,Furniture > Chairs > Chaises,"contemporary, modern, mod, retro, settee, divan,","lounger, lounge, sofa chair, cushioned seat, daybed,","accent seating, accent seat, side seating,","living room, bedroom, curved, maroon, microsuede","chrome, polished chrome, chrome legs, bedroom, living,",,,,,,,66,29,34,66,,,Sphinx Chaise,,,Zuri Furniture,US:::0.00 USD,Leatherette,http://www.zurifurniture.com/common/images/products/large/sphinx-chaise-dimension.jpg,66 inch(L) x 29 inch(W) x 34 inch(H),Black Leatherette Upholstery,Sturdy chrome base,"Seat height: 15""",Leg assembly required,3733491,,Occasional Chairs and Chaises,Discontinued,in stock,5,Furniture > Chairs > Chaises,696,,,,51|52|134|2287|2282|2283|2294|2284,Leatherette,Black,Living,Black,common/images/products/large/sphinx-chaise-dimension.jpg,MB-1185
Zuri Furniture,New,"Drift away in the sleek and serene Sphinx contemporary chaise lounge. The oversized design with sturdy chrome base and plush, yet durable black leatherette upholstery delivers the ultimate in-home retreat from everyday stress.",,193c246,http://www.zurifurniture.com/common/images/products/large/sphinx1.jpg,,http://www.zurifurniture.com/living/sphinx-chaise,626,Furniture > Chairs > Chaises,Sphinx Woven Fabric Chaise Lounge- Red,7.27909E+11,Red,FurnitureAndDecor,fabric,,Contemporary,,,,,,,,193,in stock,7.27909E+11,Furniture > Chairs > Chaises,"contemporary, modern, mod, retro, settee, divan,","lounger, lounge, sofa chair, cushioned seat, daybed,","accent seating, accent seat, side seating,","living room, bedroom, curved, maroon, microsuede","chrome, polished chrome, chrome legs, bedroom, living,",,,,,,,66,29,34,66,,,Sphinx Chaise,,,Zuri Furniture,US:::0.00 USD,Leatherette,http://www.zurifurniture.com/common/images/products/large/sphinx-chaise-dimension.jpg,66 inch(L) x 29 inch(W) x 34 inch(H),Black Leatherette Upholstery,Sturdy chrome base,"Seat height: 15""",Leg assembly required,3733491,,Occasional Chairs and Chaises,Discontinued,available for order,1,Furniture > Chairs > Chaises,696,,,,51|52|134|2287|2282|2283|2294|2284,Leatherette,Black,Living,,common/images/products/large/sphinx-chaise-dimension.jpg,MB-1185
Zuri Furniture,New,The Mia modern lounge chair boasts a unique circular shape and is influenced by contemporary European design. The Mia provides lumbar support. Available in black or red microfiber fabric and stainless steel base. This is the ultimate statement piece and suited for any upscale modern interior space.,,204c260,http://www.zurifurniture.com/common/images/products/large/mia_chair_black.jpg,,http://www.zurifurniture.com/living/mia-lounge-chair,310,Furniture > Chairs,Mia Microfiber Modern Lounge Chair - Black,7.27909E+11,Black,FurnitureAndDecor,fabric,,Contemporary,,,,,,,,204,in stock,7.27909E+11,Furniture > Chairs,"modern, contemporary, mid-century, unique","side chair, accent chair, modern chair","red microfiber, black microfiber, stainless steel","living room, bedroom, curved",,,,,,,,30,28.5,28.5,30,,,Mia Lounge Chair,,,Zuri Furniture,US:::0.00 USD,Fabric,http://www.zurifurniture.com/common/images/products/large/mia-microfiber-modern-lounge-chair-dimension.jpg,30 inch(Diameter) x 28.5 inch(H),"Seat height: 16""",Seat swivels 360 degrees,Available in red or black microfiber,Stainless steel base,3733491,,Occasional Chairs and Chaises,Stocked,in stock,7,Furniture > Chairs,365,http://www.zurifurniture.com/common/images/products/swatch/ronde_swatch_bar.jpg,,,2294|134|2287|51|52|2282|2374|2375|2284|2390|111,Fabric,"Black,Red",Living,Black,common/images/products/large/mia_chair_black.jpg,CY8323
Zuri Furniture,New,The Mia modern lounge chair boasts a unique circular shape and is influenced by contemporary European design. The Mia provides lumbar support. Available in black or red microfiber fabric and stainless steel base. This is the ultimate statement piece and suited for any upscale modern interior space.,,204c261,http://www.zurifurniture.com/common/images/products/large/mia_red_1.jpg,,http://www.zurifurniture.com/living/mia-lounge-chair,310,Furniture > Chairs,Mia Microfiber Modern Lounge Chair - Red,7.27909E+11,Red,FurnitureAndDecor,fabric,,Contemporary,,,,,,,,204,in stock,7.27909E+11,Furniture > Chairs,"modern, contemporary, mid-century, unique","side chair, accent chair, modern chair","red microfiber, black microfiber, stainless steel","living room, bedroom, curved",,,,,,,,30,28.5,28.5,30,,,Mia Lounge Chair,,,Zuri Furniture,US:::0.00 USD,Fabric,"http://www.zurifurniture.com/common/images/products/large/mia_red_2.jpg,http://www.zurifurniture.com/common/images/products/large/mia_red_3.jpg,http://www.zurifurniture.com/common/images/products/large/mia_red_4.jpg,http://www.zurifurniture.com/common/images/products/large/mia_red_detail.jpg,http://www.zurifurniture.com/common/images/products/large/mia_red_detail_1.jpg,http://www.zurifurniture.com/common/images/products/large/mia_red_detail_2.jpg,http://www.zurifurniture.com/common/images/products/large/mia-microfiber-modern-lounge-chair-dimension.jpg",30 inch(Diameter) x 28.5 inch(H),"Seat height: 16""",Seat swivels 360 degrees,Available in red or black microfiber,Stainless steel base,3733491,,Occasional Chairs and Chaises,Stocked,in stock,7,Furniture > Chairs,365,http://www.zurifurniture.com/common/images/products/swatch/ronde_swatch_bar.jpg,,,2294|134|2287|51|52|2282|2374|2375|2284|2390|111,Fabric,"Black,Red",Living,Red,common/images/products/large/mia_chair_black.jpg,CY8323
Zuri Furniture,New,"Striking design and unique comfort make Python a standout piece in any home. Featuring bright orange upholstery with white contrast stitching, this lounge chair will add a bold pop of color to your space.",,206,http://www.zurifurniture.com/common/images/products/large/python-orange-lounge-chair-new.jpg,,http://www.zurifurniture.com/living/python-lounge-chair,653,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs > Arm Chairs",Python Orange Lounge Chair,7.27909E+11,,FurnitureAndDecor,fabric,,Contemporary,,,,,,,,,in stock,7.27909E+11,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs > Arm Chairs","modern, mod, retro, mid-century, contemporary,","side,accent,armless chair, lounge, occasional,","microfiber, velvet, suede, bright, white,contrast","headrest, lumbar,pillow,padded,cushions,","living room, bedroom, living space,office,",,,,,,,34,29.25,37.25,34,,,Python Lounge Chair,,,Zuri Furniture,US:::0.00 USD,Fabric,"http://www.zurifurniture.com/common/images/products/large/python-orange-lounge-chair-new_1.jpg,http://www.zurifurniture.com/common/images/products/large/python-orange-lounge-chair-new_2.jpg,http://www.zurifurniture.com/common/images/products/large/python-orange-lounge-chair-new_3.jpg,http://www.zurifurniture.com/common/images/products/large/python-orange-lounge-chair-new_4.jpg,http://www.zurifurniture.com/common/images/products/large/python-orange-lounge-chair-new_5.jpg,http://www.zurifurniture.com/common/images/products/large/python-orange-lounge-chair-new_6.jpg,http://www.zurifurniture.com/common/images/products/large/python-orange-lounge-chair-dimension.jpg","Chair: W 29.25"" x D 34"" x H 37.25""","Seat: W 29.25"" x D 21"" x H 16.5""","Seat height: 16""",Orange fabric upholstery,Adjustable headrest,3733491,,Occasional Chairs and Chaises,Stocked,in stock,4,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs > Arm Chairs",725,,,,2294|134|2287|51|52|2282|2284,Fabric,Orange,Living,Orange,common/images/products/large/python-orange-lounge-chair-new.jpg,AF-S832
Zuri Furniture,New,"The ultra-modern Eden sectional sofa boasts comfort and luxury with adjustable headrests, an expansive chaise lounge, and accompanying ottoman in a lustrous white leather. The Eden is the epitome of style with aniline dyed top grain leather with a synthetic match on the back and lower sides. Simplicity never looked so perfect and inviting. Leg assembly required.",,223c288,http://www.zurifurniture.com/common/images/products/large/eden_rightchaisewottoman_white.jpg,,http://www.zurifurniture.com/living/eden-sectional,4118,Furniture > Sofas > Sectional Sofas,White Leather Eden Sectional Sofa - Right Chaise With Ottoman,7.27909E+11,,FurnitureAndDecor,Leather,Right Chaise + 3 Seater + Ottoman,Contemporary,,,,,,,,223,in stock,7.27909E+11,Furniture > Sofas > Sectional Sofas,"modern, contemporary, mid-century, unique, funky","sofa, couch, sette, divan, 3 seater, comfortable","leather, top grain, leatherette, white, light leather,","modular, movable, 2 piece, sofa set,","living room set, living, headrests,",,,,,,,68.1,111,36.2,68.1,,,Eden Sectional with Ottoman,,,Zuri Furniture,US:::0.00 USD,Leather,"http://www.zurifurniture.com/common/images/products/large/eden_rightchaise_white_3.jpg,http://www.zurifurniture.com/common/images/products/large/eden_rightchaise_white_2.jpg,http://www.zurifurniture.com/common/images/products/large/eden_rightchaise_white_4.jpg,http://www.zurifurniture.com/common/images/products/large/eden-sectional-dimension.jpg,","Sectional: W 111"" x D 68.1"" x H 28-36.2""","Ottoman: W 40"" x D 26"" x H 17.3""","Seat Height: 17.3""",White Aniline Dyed Top Grain Leather with Match,Adjustable Headrests,3733551,,Living Sofa Sleepers and Sectionals,Stocked,in stock,2,Furniture > Sofas > Sectional Sofas,4575,,,,2294|134|3|2286|50|2456|2278|2284|3069,Leather,White,Living,White,common/images/products/large/eden-sectional-dimension.jpg,1281
Zuri Furniture,New,"The ultra-modern Eden sectional sofa boasts comfort and luxury with adjustable headrests, an expansive chaise lounge, and accompanying ottoman in a lustrous white leather. The Eden is the epitome of style with aniline dyed top grain leather with a synthetic match on the back and lower sides. Simplicity never looked so perfect and inviting. Leg assembly required.",,223c289,http://www.zurifurniture.com/common/images/products/large/eden_leftchaisewottoman_white.jpg,,http://www.zurifurniture.com/living/eden-sectional,4118,Furniture > Sofas > Sectional Sofas,White Leather Eden Sectional Sofa - Left Chaise With Ottoman,7.27909E+11,,FurnitureAndDecor,Leather,Left Chaise + 3 Seater + Ottoman,Contemporary,,,,,,,,223,in stock,7.27909E+11,Furniture > Sofas > Sectional Sofas,"modern, contemporary, mid-century, unique, funky","sofa, couch, sette, divan, 3 seater, comfortable","leather, top grain, leatherette, white, light leather,","modular, movable, 2 piece, sofa set,","living room set, living, headrests,",,,,,,,68.1,111,36.2,68.1,,,Eden Sectional with Ottoman,,,Zuri Furniture,US:::0.00 USD,Leather,"http://www.zurifurniture.com/common/images/products/large/eden_leftchaise_white_2.jpg,http://www.zurifurniture.com/common/images/products/large/eden_leftchaise_white_3.jpg,http://www.zurifurniture.com/common/images/products/large/eden_leftchaise_white_4.jpg,http://www.zurifurniture.com/common/images/products/large/eden-sectional-dimension.jpg,","Sectional: W 111"" x D 68.1"" x H 28-36.2""","Ottoman: W 40"" x D 26"" x H 17.3""","Seat Height: 17.3""",White Aniline Dyed Top Grain Leather with Match,Adjustable Headrests,3733551,,Living Sofa Sleepers and Sectionals,Stocked,in stock,5,Furniture > Sofas > Sectional Sofas,4575,,,,2294|134|3|2286|50|2456|2278|2284|3069,Leather,White,Living,White,common/images/products/large/eden-sectional-dimension.jpg,1281
Zuri Furniture,New,"The fine dark brown Italian leather and adjustable features of the Ritz sectional offer both function and fashion. This unique sectional's top-grain leather upholstery and its movable backrests and armrests strike a modern and funky balance to comfort and style. You can move the backrests independently to increase the depth of the seating space. It even includes a removable double sided tray that you can put drinks or remotes on, or turn over when not in use to blend seamlessly with the sectional. Let the Ritz adjust to your every need and relax in style. Last picture shows an optional extra middle seat that can be purchased separately and is not included in this price. Kiln Dried Hardwood Frame with Leg assembly required.",,224c290,http://www.zurifurniture.com/common/images/products/large/ritz_rightchaise_darkbrown_zuri_1.jpg,,http://www.zurifurniture.com/living/ritz-sectional,4496,Furniture > Sofas > Sectional Sofas,Brown Ritz Leather Sectional Sofa - Right Chaise,7.27909E+11,,FurnitureAndDecor,Leather,Right Chaise + 3 Seater,Contemporary,,,,,,,,224,in stock,7.27909E+11,Furniture > Sofas > Sectional Sofas,"modern, contemporary, mid-century, unique, funky","sofa, couch, sette, divan, 3 seater, comfortable","leather, top grain, leatherette, top grade,","modular, movable, 2 piece, sofa set,","living room set, living, headrests, armrests,",,,,,,,85,116.5,40.5,85,,,Ritz Sectional,,,Zuri Furniture,US:::0.00 USD,Leather,"http://www.zurifurniture.com/common/images/products/large/ritz_rightchaise_darkbrown_zuri_2.jpg,http://www.zurifurniture.com/common/images/products/large/ritz_rightchaise_darkbrown_zuri_3.jpg,http://www.zurifurniture.com/common/images/products/large/ritz_rightchaise_darkbrown_detail.jpg,http://www.zurifurniture.com/common/images/products/large/ritz_rightchaise_darkbrown_detail_1.jpg,http://www.zurifurniture.com/common/images/products/large/ritz_rightchaise-and-3-seater_v2.jpg,http://www.zurifurniture.com/common/images/products/large/ritz-sectional-sofa-dimension.jpg,","Overall: L 116.5"" x D 74.8-85"" x H 32.7""","Seat Height: 16"" - Seat Depth: 21.6-31.8""",Dark Brown Top Grain Leather,Adjustable Backrests and Armrests,Reversible Dining Tray on Chaise Side,3733551,,Living Sofa Sleepers and Sectionals,Stocked,available for order,1,Furniture > Sofas > Sectional Sofas,4995,,,,2294|134|3|2286|50|2456|2278|2284,Leather,Brown,Living,Brown,common/images/products/large/ritz-sectional-sofa-dimension.jpg,1510
Zuri Furniture,New,"The fine dark brown Italian leather and adjustable features of the Ritz sectional offer both function and fashion. This unique sectional's top-grain leather upholstery and its movable backrests and armrests strike a modern and funky balance to comfort and style. You can move the backrests independently to increase the depth of the seating space. It even includes a removable double sided tray that you can put drinks or remotes on, or turn over when not in use to blend seamlessly with the sectional. Let the Ritz adjust to your every need and relax in style. Last picture shows an optional extra middle seat that can be purchased separately and is not included in this price. Kiln Dried Hardwood Frame with Leg assembly required.",,224c291,http://www.zurifurniture.com/common/images/products/large/ritz_leftchaise_darkbrown_zuri_1.jpg,,http://www.zurifurniture.com/living/ritz-sectional,4496,Furniture > Sofas > Sectional Sofas,Brown Ritz Leather Sectional Sofa - Left Chaise,7.27909E+11,,FurnitureAndDecor,Leather,Left Chaise + 3 Seater,Contemporary,,,,,,,,224,in stock,7.27909E+11,Furniture > Sofas > Sectional Sofas,"modern, contemporary, mid-century, unique, funky","sofa, couch, sette, divan, 3 seater, comfortable","leather, top grain, leatherette, top grade,","modular, movable, 2 piece, sofa set,","living room set, living, headrests, armrests,",,,,,,,85,116.5,40.5,85,,,Ritz Sectional,,,Zuri Furniture,US:::0.00 USD,Leather,"http://www.zurifurniture.com/common/images/products/large/ritz_leftchaise_darkbrown_zuri_2.jpg,http://www.zurifurniture.com/common/images/products/large/ritz_leftchaise_darkbrown_zuri_3.jpg,http://www.zurifurniture.com/common/images/products/large/ritz_leftchaise_darkbrown_zuri_4.jpg,http://www.zurifurniture.com/common/images/products/large/ritz_leftchaise_darkbrown_detail.jpg,http://www.zurifurniture.com/common/images/products/large/ritz_leftchaise-and-3-seater_v2.jpg,http://www.zurifurniture.com/common/images/products/large/ritz-sectional-sofa-dimension.jpg,","Overall: L 116.5"" x D 74.8-85"" x H 32.7""","Seat Height: 16"" - Seat Depth: 21.6-31.8""",Dark Brown Top Grain Leather,Adjustable Backrests and Armrests,Reversible Dining Tray on Chaise Side,3733551,,Living Sofa Sleepers and Sectionals,Stocked,available for order,1,Furniture > Sofas > Sectional Sofas,4995,,,,2294|134|3|2286|50|2456|2278|2284,Leather,Brown,Living,Brown,common/images/products/large/ritz-sectional-sofa-dimension.jpg,1510
Zuri Furniture,New,"The Rocco Sectional?��s modern, urban design features adjustable headrests for superior comfort, and its chaise lounge covered in sleek dark leather suggest comfort and extravagance.",,225c292,http://www.zurifurniture.com/common/images/products/large/rocco_rightchaise_black_1.jpg,,http://www.zurifurniture.com/living/rocco-sectional,3100,Furniture > Sofas > Sectional Sofas,Black Rocco Sectional Sofa - Right Chaise,7.27909E+11,,FurnitureAndDecor,Leather,Right Chaise + 3 Seater,Contemporary,,,,,,,,225,in stock,7.27909E+11,Furniture > Sofas > Sectional Sofas,"modern, contemporary, mid-century, unique, funky","comfortable, finish, dark, couch","leather, top grain, leatherette","sectional, chaise, modular,",,,,,,,,68,106.7,35,68,,,Rocco Sectional,,,Zuri Furniture,US:::0.00 USD,Leather,"http://www.zurifurniture.com/common/images/products/large/rocco_rightchaise_black_3.jpg,http://www.zurifurniture.com/common/images/products/large/rocco_rightchaise_black_2.jpg,http://www.zurifurniture.com/common/images/products/large/rocco_rightchaise_black_4.jpg,http://www.zurifurniture.com/common/images/products/large/rocco-sectional-dimension.jpg,","Sofa (Left or Right Arm) W 67.7"" x D 40.5"" x Seat H 16.5"" / Overall H 31-35""","Chaise W 39"" x D 68"" x Seat H 16.5"" / Overall H 31-35""","Seat height: 16.5""",Adjustable back makes the seat deeper,Kiln Dried Hardwood Frame; Leg assembly required,3733551,,Living Sofa Sleepers and Sectionals,Stocked,in stock,5,Furniture > Sofas > Sectional Sofas,3875,,,,2294|134|3|2286|50|2456|2278|2284|3069|111,Leather,Black,Living,Black,common/images/products/large/rocco-sectional-dimension.jpg,1329
Zuri Furniture,New,"The Rocco Sectional?��s modern, urban design features adjustable headrests for superior comfort, and its chaise lounge covered in sleek dark leather suggest comfort and extravagance.",,225c293,http://www.zurifurniture.com/common/images/products/large/rocco_leftchaise_black_1.jpg,,http://www.zurifurniture.com/living/rocco-sectional,3100,Furniture > Sofas > Sectional Sofas,Black Rocco Sectional Sofa - Left Chaise,7.27909E+11,,FurnitureAndDecor,Leather,Left Chaise + 3 Seater,Contemporary,,,,,,,,225,in stock,7.27909E+11,Furniture > Sofas > Sectional Sofas,"modern, contemporary, mid-century, unique, funky","comfortable, finish, dark, couch","leather, top grain, leatherette","sectional, chaise, modular,",,,,,,,,68,106.7,35,68,,,Rocco Sectional,,,Zuri Furniture,US:::0.00 USD,Leather,"http://www.zurifurniture.com/common/images/products/large/rocco_leftchaise_black_4.jpg,http://www.zurifurniture.com/common/images/products/large/rocco_leftchaise_black_2.jpg,http://www.zurifurniture.com/common/images/products/large/rocco_leftchaise_black_3.jpg,http://www.zurifurniture.com/common/images/products/large/rocco-sectional-dimension.jpg,","Sofa (Left or Right Arm) W 67.7"" x D 40.5"" x Seat H 16.5"" / Overall H 31-35""","Chaise W 39"" x D 68"" x Seat H 16.5"" / Overall H 31-35""","Seat height: 16.5""",Adjustable back makes the seat deeper,Kiln Dried Hardwood Frame; Leg assembly required,3733551,,Living Sofa Sleepers and Sectionals,Stocked,in stock,5,Furniture > Sofas > Sectional Sofas,3875,,,,2294|134|3|2286|50|2456|2278|2284|3069|111,Leather,Black,Living,Black,common/images/products/large/rocco-sectional-dimension.jpg,1329
